row_id,canonical_id,signature_key,path_pattern,generation_delta,side,consanguinity,gender_anchor,seniority,removal,double_kinship,temporal,category,english_term,notes,language_code,language_name,localized_term,variant_type,variant_rank
3130,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,pa,Punjabi,ਪੜਦਾਦਾ-ਪੜਦਾਦਾ-ਭਤੀਜਾ,primary,0
3131,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,ur,Urdu,پر-پر-بھتیجا,primary,0
3132,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,es,Spanish,bis-bis-sobrino,primary,0
3133,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,fr,French,arrière-arrière-neveu,primary,0
3134,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,de,German,Ur-Ur-Neffe,primary,0
3135,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,ar,Arabic,جد-جد-ابن الأخ,primary,0
3136,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,zh,Chinese,曾-曾-侄子,primary,0
3137,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,ja,Japanese,曾-曾-甥,primary,0
3138,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,ru,Russian,пра-пра-племянник,primary,0
3139,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,pt,Portuguese,bis-bis-sobrinho,primary,0
3140,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,id,Indonesian,kakek-kakek-keponakan laki-laki,primary,0
3141,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,vi,Vietnamese,cụ-cụ-cháu trai,primary,0
3142,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,tr,Turkish,büyük-büyük-yeğen,primary,0
3143,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,ko,Korean,증-증-조카,primary,0
3144,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,male,none,0,False,current,niece_nephew,3rd great-nephew,4-down collateral,it,Italian,bis-bis-nipote,primary,0
3145,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,en,English,3rd great-niece,primary,0
3146,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,hi,Hindi,पर-पर-भतीजी,primary,0
3147,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ta,Tamil,பெரிய-பெரிய-மருமகள்,primary,0
3148,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,te,Telugu,గొప్ప-గొప్ప-మేనకోడలు,primary,0
3149,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,bn,Bengali,পর-পর-ভাগ্নি,primary,0
3150,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,mr,Marathi,पर-पर-भाची,primary,0
3151,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ml,Malayalam,വലിയ-വലിയ-അനന്തരവൾ,primary,0
3152,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,kn,Kannada,ಮಹಾ-ಮಹಾ-ಸೋದರ ಮಗಳು,primary,0
3153,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,gu,Gujarati,પર-પર-ભત્રીજી,primary,0
3154,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,pa,Punjabi,ਪੜਦਾਦਾ-ਪੜਦਾਦਾ-ਭਤੀਜੀ,primary,0
3155,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ur,Urdu,پر-پر-بھتیجی,primary,0
3156,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,es,Spanish,bis-bis-sobrina,primary,0
3157,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,fr,French,arrière-arrière-nièce,primary,0
3158,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,de,German,Ur-Ur-Nichte,primary,0
3159,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ar,Arabic,جد-جد-ابنة الأخ,primary,0
3160,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,zh,Chinese,曾-曾-侄女,primary,0
3161,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ja,Japanese,曾-曾-姪,primary,0
3162,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ru,Russian,пра-пра-племянница,primary,0
3163,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,pt,Portuguese,bis-bis-sobrinha,primary,0
3164,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,id,Indonesian,kakek-kakek-keponakan perempuan,primary,0
3165,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,vi,Vietnamese,cụ-cụ-cháu gái,primary,0
3166,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,tr,Turkish,büyük-büyük-yeğen,primary,0
3167,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,ko,Korean,증-증-조카딸,primary,0
3168,DERIVED,g=4|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,4,none,blood,female,none,0,False,current,niece_nephew,3rd great-niece,4-down collateral,it,Italian,bis-bis-nipote,primary,0
3169,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,en,English,4th great-nephew,primary,0
3170,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,hi,Hindi,पर-पर-भतीजा,primary,0
3171,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,ta,Tamil,பெரிய-பெரிய-மருமகன்,primary,0
3172,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,te,Telugu,గొప్ప-గొప్ప-మేనల్లుడు,primary,0
3173,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,bn,Bengali,পর-পর-ভাগ্নে,primary,0
3174,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,mr,Marathi,पर-पर-भाचा,primary,0
3175,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,ml,Malayalam,വലിയ-വലിയ-അനന്തരവൻ,primary,0
3176,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,kn,Kannada,ಮಹಾ-ಮಹಾ-ಸೋದರ ಮಗ,primary,0
3177,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,gu,Gujarati,પર-પર-ભત્રીજો,primary,0
3178,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,pa,Punjabi,ਪੜਦਾਦਾ-ਪੜਦਾਦਾ-ਭਤੀਜਾ,primary,0
3179,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,ur,Urdu,پر-پر-بھتیجا,primary,0
3180,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,es,Spanish,bis-bis-sobrino,primary,0
3181,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,fr,French,arrière-arrière-neveu,primary,0
3182,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,de,German,Ur-Ur-Neffe,primary,0
3183,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,ar,Arabic,جد-جد-ابن الأخ,primary,0
3184,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,zh,Chinese,曾-曾-侄子,primary,0
3185,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,ja,Japanese,曾-曾-甥,primary,0
3186,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,ru,Russian,пра-пра-племянник,primary,0
3187,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,pt,Portuguese,bis-bis-sobrinho,primary,0
3188,DERIVED,g=5|p=UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD|s=none|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD_DOWN_CHILD,5,none,blood,male,none,0,False,current,niece_nephew,4th great-nephew,5-down collateral,id,Indonesian,kakek-kakek-keponakan laki-laki,primary,0
